ID_INCIDENTE,PRIORIDAD,TIEMPO_RESOLUCION_MIN,TIPO_INCUMPLIMIENTO,ES_CAMBIO_AUTORIZADO,RIESGO_CRITICIDAD,NIVEL_MADUREZ,FECHA_REGISTRO
INC-F2E42B34,Baja,911.87,Petición de Servicio,1,Bajo,Nivel 3,2025-08-16
INC-61743C51,Media,988.0,Petición de Servicio,1,Medio,Nivel 3,2025-05-29
INC-19C9477A,Media,1408.27,Falla de Hardware,1,Medio,Nivel 3,2025-04-23
INC-093EDF67,Alta,75.85,Error de Aplicación,1,Alto,Nivel 3,2025-08-19
INC-BAFB4338,Alta,33.74,Error de Aplicación,1,Alto,Nivel 3,2025-06-04
INC-DC146733,Alta,225.11,Petición de Servicio,1,Alto,Nivel 3,2025-08-15
INC-E577C18C,Alta,71.68,Petición de Servicio,1,Alto,Nivel 3,2025-06-28
INC-5DD7AFC1,Media,1092.77,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-27
INC-55DC0872,Alta,441.55,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-31
INC-7D5D1FC8,Alta,225.31,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-02
INC-05202096,Alta,146.42,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-21
INC-F94EE6A1,Media,659.48,Petición de Servicio,1,Medio,Nivel 3,2025-07-16
INC-90AFA485,Alta,355.55,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-09-18
INC-2FD305D8,Media,72.49,Error de Aplicación,1,Medio,Nivel 3,2025-04-24
INC-035F6A07,Media,873.45,Petición de Servicio,1,Medio,Nivel 3,2025-05-18
INC-23A7BE7D,Media,906.34,Petición de Servicio,1,Medio,Nivel 3,2025-06-19
INC-E041C5A1,Alta,316.96,Falla de Hardware,1,Alto,Nivel 3,2025-09-01
INC-561F2D0B,Baja,1136.49,Petición de Servicio,1,Bajo,Nivel 3,2025-04-29
INC-D93EC699,Media,1045.39,Error de Aplicación,1,Medio,Nivel 3,2025-07-18
INC-76C08A16,Alta,71.13,Petición de Servicio,1,Alto,Nivel 3,2025-09-26
INC-23726720,Baja,956.94,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-16
INC-14B43FC8,Baja,3805.37,Petición de Servicio,1,Bajo,Nivel 3,2025-04-24
INC-0158B918,Alta,362.43,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-05-15
INC-37385FB7,Media,78.97,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-20
INC-2F359511,Baja,1163.18,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-27
INC-08AFE55C,Baja,1020.51,Falla de Hardware,1,Bajo,Nivel 3,2025-09-21
INC-0AA8D202,Alta,151.86,Petición de Servicio,1,Alto,Nivel 3,2025-09-12
INC-37CE765D,Alta,141.4,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-04-27
INC-407D5359,Media,146.29,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-04-18
INC-1A66F165,Media,693.34,Falla de Hardware,1,Medio,Nivel 3,2025-10-11
INC-18879E30,Media,1071.17,Falla de Hardware,1,Medio,Nivel 3,2025-10-02
INC-B9855958,Media,897.29,Petición de Servicio,1,Medio,Nivel 3,2025-08-25
INC-21883984,Media,988.56,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-05
INC-0C7F34EA,Baja,460.83,Petición de Servicio,1,Bajo,Nivel 3,2025-10-12
INC-A87FF2FC,Alta,458.17,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-07-12
INC-B5AC141D,Media,1217.12,Falla de Hardware,1,Medio,Nivel 3,2025-09-16
INC-922758A3,Baja,3501.38,Error de Aplicación,1,Bajo,Nivel 3,2025-09-21
INC-50A8D103,Baja,3576.53,Petición de Servicio,1,Bajo,Nivel 3,2025-07-31
INC-36443C03,Media,1347.14,Error de Aplicación,1,Medio,Nivel 3,2025-09-02
INC-829BB554,Media,811.07,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-03
INC-6B50F7E4,Alta,120.13,Petición de Servicio,1,Alto,Nivel 3,2025-09-17
INC-7C3650D3,Media,911.16,Error de Aplicación,1,Medio,Nivel 3,2025-05-09
INC-87F9E06F,Media,1085.18,Error de Aplicación,1,Medio,Nivel 3,2025-10-13
INC-4063059F,Alta,362.06,Petición de Servicio,1,Alto,Nivel 3,2025-06-03
INC-62119F29,Media,779.6,Error de Aplicación,1,Medio,Nivel 3,2025-05-06
INC-076625ED,Media,154.47,Petición de Servicio,1,Medio,Nivel 3,2025-04-18
INC-F908139C,Alta,197.0,Error de Aplicación,1,Alto,Nivel 3,2025-07-13
INC-092BA847,Media,1330.66,Falla de Hardware,1,Medio,Nivel 3,2025-05-17
INC-7F97DDF7,Alta,293.0,Petición de Servicio,1,Alto,Nivel 3,2025-09-18
INC-52044A1B,Media,802.9,Falla de Hardware,1,Medio,Nivel 3,2025-08-24
INC-E3F35DF4,Alta,150.98,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-03
INC-D32EABEC,Baja,1667.49,Falla de Hardware,1,Bajo,Nivel 3,2025-04-20
INC-91011DC3,Media,1295.58,Error de Aplicación,1,Medio,Nivel 3,2025-09-04
INC-0F1F92E6,Media,979.72,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-26
INC-17643A5A,Baja,3427.03,Falla de Hardware,1,Bajo,Nivel 3,2025-08-22
INC-1F2A9FA0,Media,687.0,Falla de Hardware,1,Medio,Nivel 3,2025-08-28
INC-09767A15,Alta,313.61,Falla de Hardware,1,Alto,Nivel 3,2025-05-17
INC-0EC216B2,Media,402.77,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-01
INC-0D6E2F3E,Media,1033.54,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-07
INC-29A8DA7F,Baja,1915.93,Falla de Hardware,1,Bajo,Nivel 3,2025-05-09
INC-B3BB6711,Media,670.71,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-25
INC-3531FCEE,Alta,322.2,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-09-23
INC-1D9CA0E3,Media,1352.07,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-11
INC-5361EA1D,Media,148.33,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-15
INC-606FD49F,Media,1198.15,Problema de Infraestructura (por cambio no aprobado),0,Medio,Nivel 3,2025-07-30
INC-781AF113,Media,463.49,Falla de Hardware,1,Medio,Nivel 3,2025-06-07
INC-D97BCFFA,Media,672.61,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-09
INC-4323ED4C,Baja,212.04,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-10-07
INC-4057CCE8,Media,475.44,Petición de Servicio,1,Medio,Nivel 3,2025-09-25
INC-4A748488,Alta,256.18,Error de Aplicación,1,Alto,Nivel 3,2025-07-26
INC-B31333C0,Alta,55.28,Error de Aplicación,1,Alto,Nivel 3,2025-07-09
INC-0F5DAC10,Alta,250.99,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-16
INC-8D8ED339,Alta,447.2,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-08-19
INC-26E2309E,Alta,77.43,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-26
INC-83239109,Alta,374.0,Falla de Hardware,1,Alto,Nivel 3,2025-06-25
INC-870241A4,Media,625.35,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-02
INC-BFA629E3,Alta,324.83,Error de Aplicación,1,Alto,Nivel 3,2025-08-02
INC-454ABB85,Baja,1212.99,Falla de Hardware,1,Bajo,Nivel 3,2025-05-07
INC-E7414D90,Alta,101.77,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-08-25
INC-97D0E253,Media,281.44,Falla de Hardware,1,Medio,Nivel 3,2025-07-07
INC-2A151CE9,Media,157.28,Problema de Infraestructura (por cambio no aprobado),0,Alto,Nivel 3,2025-07-13
INC-E279571A,Baja,899.72,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-08-05
INC-1CFA3204,Alta,328.9,Petición de Servicio,1,Alto,Nivel 3,2025-04-26
INC-14C5CC82,Media,1276.73,Petición de Servicio,1,Medio,Nivel 3,2025-09-18
INC-199768DA,Baja,3539.33,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-04-28
INC-C2D533AA,Baja,2997.56,Falla de Hardware,1,Bajo,Nivel 3,2025-04-23
INC-4B2FEEAD,Baja,583.81,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-09-08
INC-760D0DD1,Media,459.08,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-08
INC-8C42301B,Alta,169.41,Falla de Hardware,1,Alto,Nivel 3,2025-05-12
INC-1A0D37B9,Media,404.94,Error de Aplicación,1,Medio,Nivel 3,2025-05-01
INC-6C496715,Baja,2283.02,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-19
INC-F67621C3,Media,799.06,Falla de Hardware,1,Medio,Nivel 3,2025-06-17
INC-FC6312D6,Media,552.5,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-02
INC-208BF493,Media,548.23,Falla de Hardware,1,Medio,Nivel 3,2025-07-20
INC-BE706A8F,Baja,3599.93,Error de Aplicación,1,Bajo,Nivel 3,2025-05-21
INC-EBE6ADAE,Alta,385.18,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-01
INC-FE7CA4FA,Media,484.76,Petición de Servicio,1,Medio,Nivel 3,2025-08-17
INC-ED2747CA,Media,1321.03,Error de Aplicación,1,Medio,Nivel 3,2025-07-08
INC-73B15C00,Media,1374.88,Falla de Hardware,1,Medio,Nivel 3,2025-05-11
INC-979EAB54,Alta,177.03,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-12
INC-D43B4AE7,Alta,189.49,Error de Aplicación,1,Alto,Nivel 3,2025-05-18
INC-BD923074,Media,757.78,Falla de Hardware,1,Medio,Nivel 3,2025-06-18
INC-FB913FFF,Media,1358.75,Petición de Servicio,1,Medio,Nivel 3,2025-04-28
INC-D8F3B383,Media,1269.32,Petición de Servicio,1,Medio,Nivel 3,2025-06-18
INC-1881611D,Alta,76.16,Cambio No Autorizado en HCE,0,Crítico,Nivel 3,2025-07-02
INC-F13C346A,Media,601.97,Petición de Servicio,1,Medio,Nivel 3,2025-07-17
INC-B3FFCBD8,Media,823.65,Error de Aplicación,1,Medio,Nivel 3,2025-04-17
INC-A4A3E55C,Alta,256.41,Petición de Servicio,1,Alto,Nivel 3,2025-10-12
INC-B822F080,Media,327.53,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-25
INC-9838FF20,Alta,416.47,Petición de Servicio,1,Alto,Nivel 3,2025-08-30
INC-614F6AFB,Alta,334.62,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-27
INC-BB0F5DD8,Baja,3639.22,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-11
INC-01C8EE53,Media,1245.09,Error de Aplicación,1,Medio,Nivel 3,2025-05-25
INC-BFF83EDE,Baja,3263.09,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-09
INC-2580B5D6,Media,666.11,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-23
INC-C4546494,Media,902.55,Petición de Servicio,1,Medio,Nivel 3,2025-10-13
INC-9A3EE82A,Baja,793.53,Petición de Servicio,1,Bajo,Nivel 3,2025-04-20
INC-9383BAB3,Media,989.63,Problema de Infraestructura (por cambio no aprobado),0,Medio,Nivel 3,2025-08-20
INC-714AFFA5,Media,307.37,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-10-08
INC-A0E096C5,Media,1017.65,Error de Aplicación,1,Medio,Nivel 3,2025-05-07
INC-5CD71628,Media,376.85,Error de Aplicación,1,Medio,Nivel 3,2025-07-30
INC-1D51D86B,Baja,613.72,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-21
INC-C638FDB7,Baja,814.19,Falla de Hardware,1,Bajo,Nivel 3,2025-04-23
INC-F36E2F45,Baja,128.37,Error de Aplicación,1,Bajo,Nivel 3,2025-06-04
INC-DA699C10,Alta,353.43,Petición de Servicio,1,Alto,Nivel 3,2025-05-02
INC-26A90FC9,Baja,3196.08,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-09-08
INC-81979A65,Baja,2282.72,Petición de Servicio,1,Bajo,Nivel 3,2025-07-09
INC-B08D19B6,Alta,102.61,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-12
INC-0BD32ADE,Alta,67.6,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-23
INC-14B0EB9E,Baja,200.34,Petición de Servicio,1,Bajo,Nivel 3,2025-06-30
INC-056FD288,Media,288.73,Error de Aplicación,1,Medio,Nivel 3,2025-05-20
INC-66ED0337,Baja,3861.59,Falla de Hardware,1,Bajo,Nivel 3,2025-09-24
INC-4CD81745,Alta,138.69,Petición de Servicio,1,Alto,Nivel 3,2025-05-12
INC-0A5D0716,Baja,1607.94,Error de Aplicación,1,Bajo,Nivel 3,2025-06-21
INC-D603F809,Alta,77.41,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-19
INC-D5A91B3D,Alta,130.06,Petición de Servicio,1,Alto,Nivel 3,2025-06-18
INC-B07D1026,Alta,263.65,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-07-12
INC-2F98518C,Baja,2672.56,Error de Aplicación,1,Bajo,Nivel 3,2025-05-27
INC-D76F0D34,Media,398.59,Error de Aplicación,1,Medio,Nivel 3,2025-07-23
INC-DA90EB99,Media,139.67,Error de Aplicación,1,Medio,Nivel 3,2025-08-18
INC-0D2A3ED5,Media,599.63,Error de Aplicación,1,Medio,Nivel 3,2025-07-04
INC-E2B4B965,Baja,1103.65,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-04-26
INC-B934E153,Media,362.98,Error de Aplicación,1,Medio,Nivel 3,2025-05-01
INC-B9E756E3,Baja,4151.42,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-28
INC-C4406146,Media,910.49,Falla de Hardware,1,Medio,Nivel 3,2025-07-18
INC-39EED0CD,Media,828.49,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-03
INC-36A27ED6,Media,633.77,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-04-25
INC-EA89FAB5,Media,651.94,Falla de Hardware,1,Medio,Nivel 3,2025-08-08
INC-F10ABCC4,Baja,2391.8,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-05-22
INC-B04EA55E,Media,1021.07,Error en Plataforma Cloud (sin control),0,Medio,Nivel 3,2025-05-22
INC-C06617C3,Alta,345.97,Petición de Servicio,1,Alto,Nivel 3,2025-06-03
INC-83FF81D3,Baja,841.11,Petición de Servicio,1,Bajo,Nivel 3,2025-06-06
INC-6F3C775D,Media,750.16,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-22
INC-09EFC17A,Media,628.5,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-08-13
INC-714C75B2,Baja,3776.21,Error en Plataforma Cloud (sin control),0,Medio,Nivel 3,2025-07-20
INC-1A706BB3,Media,931.36,Petición de Servicio,1,Medio,Nivel 3,2025-06-25
INC-30C8AE29,Alta,269.63,Petición de Servicio,1,Alto,Nivel 3,2025-06-29
INC-8EC814FE,Baja,604.66,Petición de Servicio,1,Bajo,Nivel 3,2025-07-05
INC-F02BF260,Media,895.78,Falla de Hardware,1,Medio,Nivel 3,2025-06-23
INC-67492AA7,Media,221.74,Falla de Hardware,1,Medio,Nivel 3,2025-09-13
INC-4AF10CCA,Alta,181.74,Error de Aplicación,1,Alto,Nivel 3,2025-07-02
INC-D150E721,Baja,719.94,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-08-10
INC-D4A37567,Media,1015.06,Petición de Servicio,1,Medio,Nivel 3,2025-04-22
INC-3D906967,Media,344.63,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-17
INC-E2839F6F,Baja,1765.81,Error de Aplicación,1,Bajo,Nivel 3,2025-06-30
INC-8E798FE6,Baja,3881.83,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-13
INC-95F51051,Alta,121.94,Error de Aplicación,1,Alto,Nivel 3,2025-04-19
INC-B018C627,Media,760.77,Petición de Servicio,1,Medio,Nivel 3,2025-06-07
INC-49E3BAA0,Alta,218.67,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-29
INC-A6DB56BC,Baja,196.12,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-08-19
INC-3726AC6B,Alta,386.74,Error de Aplicación,1,Alto,Nivel 3,2025-06-20
INC-266FA83E,Media,155.28,Petición de Servicio,1,Medio,Nivel 3,2025-06-07
INC-E51ECF42,Baja,2111.87,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-07-01
INC-2328428E,Baja,2474.85,Error de Aplicación,1,Bajo,Nivel 3,2025-09-05
INC-DB7EA2E6,Media,927.23,Error de Aplicación,1,Medio,Nivel 3,2025-07-14
INC-D0CBEDC4,Baja,3012.25,Petición de Servicio,1,Bajo,Nivel 3,2025-06-27
INC-E34453EB,Alta,143.97,Error de Aplicación,1,Alto,Nivel 3,2025-06-23
INC-CF6753CC,Baja,161.91,Error de Aplicación,1,Bajo,Nivel 3,2025-09-19
INC-885B5D8F,Alta,355.55,Error de Aplicación,1,Alto,Nivel 3,2025-09-01
INC-178ACC18,Media,799.21,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-09
INC-FFED69DC,Baja,3631.69,Falla de Hardware,1,Bajo,Nivel 3,2025-06-12
INC-CE2FA577,Alta,399.62,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-21
INC-9908048B,Alta,409.5,Error de Aplicación,1,Alto,Nivel 3,2025-07-15
INC-4D859776,Baja,2157.4,Falla de Hardware,1,Bajo,Nivel 3,2025-06-05
INC-EDD5FF38,Baja,1521.24,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-04-30
INC-6387578F,Media,1152.35,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-02
INC-41A6CAA5,Media,682.79,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-10-04
INC-063A1AB4,Media,313.15,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-05-28
INC-5A961A11,Media,1239.86,Petición de Servicio,1,Medio,Nivel 3,2025-08-04
INC-D3674885,Media,1277.93,Error de Aplicación,1,Medio,Nivel 3,2025-05-08
INC-3D909836,Alta,239.84,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-23
INC-A41EE912,Baja,437.94,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-05-05
INC-BC0F4BE0,Media,595.2,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-06-21
INC-230A0725,Media,1168.88,Error de Aplicación,1,Medio,Nivel 3,2025-09-30
INC-CEE29378,Media,1304.45,Cambio No Autorizado en HCE,0,Medio,Nivel 3,2025-06-28
INC-F7FFD3AC,Baja,974.59,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-09-10
INC-D2B3232A,Alta,60.14,Error de Aplicación,1,Alto,Nivel 3,2025-09-07
INC-7EE363EB,Media,1270.74,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-09
INC-1CE51287,Media,597.38,Problema de Infraestructura (por cambio no aprobado),0,Medio,Nivel 3,2025-09-16
INC-6F688C2C,Media,807.63,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-06
INC-EE19D5D9,Alta,465.63,Error de Aplicación,1,Alto,Nivel 3,2025-05-04
INC-19DA3838,Baja,399.57,Falla de Hardware,1,Bajo,Nivel 3,2025-09-14
INC-F8CF812A,Baja,2842.94,Incidente de Seguridad Menor,1,Bajo,Nivel 3,2025-08-11
INC-F3B0CD94,Media,162.27,Cambio No Autorizado en HCE,0,Alto,Nivel 3,2025-07-10
INC-94EB5517,Media,578.15,Problema de Infraestructura (por cambio no aprobado),0,Medio,Nivel 3,2025-09-02
INC-16F3DC9E,Baja,3496.02,Falla de Hardware,1,Bajo,Nivel 3,2025-05-25
INC-A1836146,Baja,1940.58,Falla de Hardware,1,Bajo,Nivel 3,2025-07-30
INC-7ACFF5DF,Alta,478.73,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-23
INC-A37E0347,Media,831.5,Error de Aplicación,1,Medio,Nivel 3,2025-05-11
INC-236074D5,Media,503.2,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-09-21
INC-6CF48668,Media,363.75,Petición de Servicio,1,Medio,Nivel 3,2025-10-06
INC-5734E654,Baja,1592.19,Falla de Hardware,1,Bajo,Nivel 3,2025-08-17
INC-69737F52,Baja,1684.64,Falla de Hardware,1,Bajo,Nivel 3,2025-08-15
INC-17842F34,Baja,408.6,Error en Plataforma Cloud (sin control),0,Alto,Nivel 3,2025-06-16
INC-8CE4ACD6,Media,570.01,Error de Aplicación,1,Medio,Nivel 3,2025-07-25
INC-2DA87B1D,Alta,238.91,Petición de Servicio,1,Alto,Nivel 3,2025-06-06
INC-D3BED679,Baja,3155.5,Petición de Servicio,1,Bajo,Nivel 3,2025-07-23
INC-EBC36E14,Baja,2878.26,Problema de Infraestructura (por cambio no aprobado),0,Alto,Nivel 3,2025-08-31
INC-C9B10CED,Alta,348.94,Error de Aplicación,1,Alto,Nivel 3,2025-04-18
INC-85917BD5,Baja,155.13,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-04-21
INC-9BD566F3,Baja,1034.2,Falla de Hardware,1,Bajo,Nivel 3,2025-10-13
INC-0A7FA256,Media,973.12,Error de Aplicación,1,Medio,Nivel 3,2025-07-11
INC-AF9170E6,Media,727.91,Petición de Servicio,1,Medio,Nivel 3,2025-08-27
INC-9357339E,Media,67.33,Falla de Hardware,1,Medio,Nivel 3,2025-06-23
INC-BDB6F491,Alta,392.02,Falla de Hardware,1,Alto,Nivel 3,2025-04-25
INC-0995E249,Media,1126.48,Petición de Servicio,1,Medio,Nivel 3,2025-07-18
INC-4A201096,Baja,2423.36,Petición de Servicio,1,Bajo,Nivel 3,2025-09-13
INC-69F52E87,Alta,59.91,Falla de Hardware,1,Alto,Nivel 3,2025-09-18
INC-EBE57E72,Media,1117.79,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-01
INC-B4F61F90,Media,865.52,Falla de Hardware,1,Medio,Nivel 3,2025-08-19
INC-A9CE0CF0,Media,1139.1,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-06-16
INC-AEDBC1F7,Baja,3277.34,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-06
INC-3A21C423,Media,1168.14,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-04-26
INC-FBAEB149,Media,774.85,Error de Aplicación,1,Medio,Nivel 3,2025-08-28
INC-8BBBF4E1,Baja,709.36,Falla de Hardware,1,Bajo,Nivel 3,2025-06-17
INC-A8825CD3,Media,986.2,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-07
INC-338EA996,Alta,309.21,Cambio No Autorizado en HCE,0,Crítico,Nivel 3,2025-08-27
INC-AFEC7358,Media,1084.31,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-16
INC-F150FE0A,Alta,106.45,Petición de Servicio,1,Alto,Nivel 3,2025-08-17
INC-779BDDF9,Alta,117.74,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-18
INC-A400D4D7,Media,1288.77,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-08-05
INC-3C61EA8A,Media,1094.97,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-07-14
INC-3C5785EA,Baja,3934.56,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-06
INC-BE4FB6DB,Media,1107.03,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-10-11
INC-C729F5C9,Media,884.07,Petición de Servicio,1,Medio,Nivel 3,2025-08-26
INC-86998AA1,Media,962.7,Petición de Servicio,1,Medio,Nivel 3,2025-07-29
INC-C2114A36,Alta,430.11,Petición de Servicio,1,Alto,Nivel 3,2025-08-17
INC-8E444575,Media,858.75,Error de Aplicación,1,Medio,Nivel 3,2025-06-03
INC-9D7266FF,Alta,314.58,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-05-18
INC-6AACB19A,Baja,777.2,Petición de Servicio,1,Bajo,Nivel 3,2025-08-14
INC-21C41BD8,Alta,243.26,Error de Aplicación,1,Alto,Nivel 3,2025-10-12
INC-A4F6CB13,Media,1048.63,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-10-13
INC-261A4AF5,Alta,151.92,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-07-24
INC-1AA15F4B,Baja,969.47,Falla de Hardware,1,Bajo,Nivel 3,2025-06-29
INC-C954C568,Media,493.08,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-20
INC-F5B51ECE,Media,393.27,Falla de Hardware,1,Medio,Nivel 3,2025-09-27
INC-EC972BDD,Alta,126.71,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-06-25
INC-F7433B9E,Baja,1904.37,Error en Plataforma Cloud (sin control),0,Medio,Nivel 3,2025-10-04
INC-BF25C72E,Alta,438.53,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-08-04
INC-DD7E5288,Baja,2249.65,Error de Aplicación,1,Bajo,Nivel 3,2025-05-02
INC-F69FCF00,Alta,114.56,Falla de Hardware,1,Alto,Nivel 3,2025-06-14
INC-B16B1CC1,Alta,64.64,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-05-05
INC-739B0E92,Alta,343.27,Problema de Red/Conectividad,1,Alto,Nivel 3,2025-07-20
INC-050D8498,Media,588.26,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-08-07
INC-D9F2DD2C,Media,1194.13,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-05-27
INC-EF649FEE,Alta,326.78,Falla de Hardware,1,Alto,Nivel 3,2025-07-06
INC-829DC93B,Baja,3464.21,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-10-08
INC-F3B24C3D,Media,435.29,Falla de Hardware,1,Medio,Nivel 3,2025-07-28
INC-C9097B37,Media,1015.46,Petición de Servicio,1,Medio,Nivel 3,2025-06-09
INC-77BC2440,Media,424.41,Petición de Servicio,1,Medio,Nivel 3,2025-07-20
INC-7580EEDC,Media,1355.91,Incidente de Seguridad Menor,1,Medio,Nivel 3,2025-09-10
INC-8C342DC7,Media,938.2,Petición de Servicio,1,Medio,Nivel 3,2025-06-17
INC-F74E18F4,Alta,176.03,Error de Aplicación,1,Alto,Nivel 3,2025-07-24
INC-D37AE90E,Alta,151.28,Falla de Hardware,1,Alto,Nivel 3,2025-07-18
INC-128238B2,Baja,921.89,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-06-20
INC-6DA8788F,Baja,3037.49,Error de Aplicación,1,Bajo,Nivel 3,2025-06-23
INC-9B4EB287,Media,361.83,Error de Aplicación,1,Medio,Nivel 3,2025-05-14
INC-75F7E55E,Media,881.52,Petición de Servicio,1,Medio,Nivel 3,2025-05-04
INC-1C81B83B,Media,425.2,Falla de Hardware,1,Medio,Nivel 3,2025-05-12
INC-DC31A38E,Media,973.52,Problema de Red/Conectividad,1,Medio,Nivel 3,2025-07-29
INC-9C51DC85,Alta,396.72,Error de Aplicación,1,Alto,Nivel 3,2025-09-10
INC-7D9975B4,Alta,380.11,Incidente de Seguridad Menor,1,Alto,Nivel 3,2025-06-10
INC-6C06A147,Baja,3315.58,Problema de Red/Conectividad,1,Bajo,Nivel 3,2025-08-13
INC-F8BD05E2,Media,319.06,Petición de Servicio,1,Medio,Nivel 3,2025-08-18
